id,text,screen_name,profile_image_url,sentiment
1303448807921913857,ylmaz bekliyoruz bakalım kaçıncı cuma,OsmanDNZ42,http://pbs.twimg.com/profile_images/1290042620098510849/tVxLOgX7_normal.jpg,2
1303448802637090818,asıl konuşulması gereken cuma günü forvette frey oynayacak vedat aylardır takımla çalışmıyor gitmediği m stcopunbprxoak,burjuwva,http://pbs.twimg.com/profile_images/1270446914434187266/qtj1BhXv_normal.jpg,2
